"Streetname","District","Type"
"Parkanlage Mühlschüttelgasse","21","Park"
"Malva-Schalek-Hof","6","städtische Wohnhausanlage"
"Gewidmete Verkehrsfläche","23","Gemeindestraße"
"Gewidmete Verkehrsfläche","23","Gemeindestraße"
"Ringofen","23","Denkmal"
"Parkanlage Zahnradbahnstraße","19","Park"
"Hermine-Moser-Hof","13","städtische Wohnhausanlage"
"Otto-Felix-Kanitz-Hof","21","städtische Wohnhausanlage"
"Erwin-Klein-Weg","19","Gemeindestraße"
"Hermi-Hirsch-Weg","12","Gemeindestraße"
"Susi-Weigel-Weg","12","Gemeindestraße"
"Hermann-Glück-Weg","12","Gemeindestraße"
"Elsa-Bienenfeld-Weg","2","Gemeindestraße"
"Straße der Wiener Wirtschaft","2","Gemeindestraße"
"Parkanlage Aktivspielplatz","22","Park"
"Parkanlage Karl-Borromäus-Platz","3","Park"
"Parkanlage Hofjagdstraße","13","Park"
"Parkanlage Gartensteg","10","Park"
"Parkanlage Eichelhofstraße","19","Park"
"Parkanlage Bujattigasse","14","Park"
"Parkanlage Bahnstraße","14","Park"
"Parkanlage Amstergasse","23","Park"
"Parkanlage Amstergasse","23","Park"
"Parkanlage Ketzergasse","23","Park"
"Parkanlage Kästenbaumgasse","10","Park"
"Parkanlage Kramreiterweg","21","Park"
"Bahnhof Aspern Nord","22","Bahnhof"
"Parkanlage Leopold-Steiner-Gasse","19","Park"
"Parkanlage Thayagasse","21","Park"
"Parkanlage Tillmanngasse","22","Park"
"Zauberlift Dollwiese","13","Objektname"
"Hansi-Lang-Hof","19","städtische Wohnhausanlage"
"Siedlung Weingartenallee","22","Gartensiedlung und Siedlung"
"Gartensiedlung Oase","22","Kleingartenanlage"
"KGA Schafbergalm (Gr.Zwern)","17","Kleingartenanlage"
"Gartensiedlung Pelargonienweg","22","Kleingartenanlage"
"Kleingartenanlage Pichlgasse","22","Kleingartenanlage"
"Siedlung Pichlgasse","22","Kleingartenanlage"
"Airo-Tower","10","Objektname"
"Albrecht-Konecny-Hof","18","städtische Wohnhausanlage"
"Parkanlage Rosmaringasse","22","Park"
"Durchgang Sünnhof","3","Gebrauchsname"
"Donauturmplatz","22","Gemeindestraße"
"Kellergasse","21","Gebrauchsname"
"KGA Schollengold","22","Kleingartenanlage"
"Am Schweizer Garten","3","Gemeindestraße"
"Original Wiener Praterkasperl","2","Theater, Oper"
"Calafati","2","Objektname"
"Fortuna","2","Objektname"
"Dreherstraße","11","Gemeindestraße"
"Svetelskystraße","11","Gemeindestraße"
"Haschgasse","11","Gemeindestraße"
"Jeneweingasse","21","Gemeindestraße"
"Osergasse","21","Gemeindestraße"
"Schnorrgasse","21","Gemeindestraße"
"Trillergasse","21","Gemeindestraße"
"Herchenhahngasse","21","Gemeindestraße"
"Costenoblegasse","13","Gemeindestraße"
"Goltzgasse","19","Gemeindestraße"
"Storkgasse","5","Gemeindestraße"
"Hornigweg","19","Gemeindestraße"
"Jungherrnsteig","19","Gemeindestraße"
"Paula-Wessely-Weg","19","Gemeindestraße"
"Neugebauerweg","19","Gemeindestraße"
"Fuhrgassel","19","Gemeindestraße"
"Hofstädtengasse","19","Gemeindestraße"
"Jessengasse","19","Gemeindestraße"
"Hocheneggasse","19","Gemeindestraße"
"Maulbertschgasse","19","Gemeindestraße"
"Gräfweg","19","Gemeindestraße"
"Perntergasse","19","Gemeindestraße"
"Reimersgasse","19","Gemeindestraße"
"Erbsenbachgasse","19","Gemeindestraße"
"Vösendorfer Straße","23","Gemeindestraße"
"Charausgasse","23","Gemeindestraße"
"Busumkehrplatz Neue Donau","21","Gemeindestraße"
"Strobachgasse","5","Gemeindestraße"
"Neubaugürtel","7|15","Gemeindestraße"
"Jerusalemgasse","21","Gemeindestraße"
"Trondheimgasse","22","Gemeindestraße"
"Berggasse","9","Gemeindestraße"
"Walter-Beck-Platz","9","Gemeindestraße"
"Brigittenauer Lände","2|20","Gemeindestraße"
"Elderschplatz","2","Gemeindestraße"
"Kleine Mohrengasse","2","Gemeindestraße"
"Laufbergergasse","2","Gemeindestraße"
"Gredlerstraße","2","Gemeindestraße"
"Löwenherzgasse","3","Gemeindestraße"
"Auenbruggergasse","3","Gemeindestraße"
"Franz-Josefs-Kai","1","Gemeindestraße"
"Bottoligasse","21","Gemeindestraße"
"Schlossergasse","21","Gemeindestraße"
"Paul-Engelmann-Weg","22","Gemeindestraße"
"Austerlitzgasse","22","Gemeindestraße"
"Spitzmausweg","22","Gemeindestraße"
"Wegmayrgasse","22","Gemeindestraße"
"Dr.-Anton-Matzig-Gasse","23","Gemeindestraße"
"Wagenmanngasse","23","Gemeindestraße"
"Hetmanekgasse","23","Gemeindestraße"
"Öffentl. Durchgang","22","lokaler (interner) Straßenname"
"Sophie-Scholl-Gasse","22","Gemeindestraße"
"Unterführung Am Ries","22","Unterführung"
"Montigasse","17","Gemeindestraße"
"Einfahrtstraße","14","Gemeindestraße"
"Alois-Czedik-Steg","14","Brücke"
"Gurkgasse","14","Gemeindestraße"
"Friedhofstraße","10","Gemeindestraße"
"Steinseebrücke","23","Brücke"
"Rudolf-Zeller-Gasse","23","Gemeindestraße"
"Rüdengasse","3","Gemeindestraße"
"Ferdinand-Kaufmann-Platz","21","Gemeindestraße"
"Kuenburggasse","21","Gemeindestraße"
"Voglgasse","21","Gemeindestraße"
"Satzingerweg","21","Gemeindestraße"
"Gomperzgasse","16","Gemeindestraße"
"Liebknechtgasse","16|17","Gemeindestraße"
"Zeißberggasse","16","Gemeindestraße"
"Stöberplatz","16|17","Gemeindestraße"
"Lienfeldergasse","16|17","Gemeindestraße"
"Nauseagasse","16","Gemeindestraße"
"Nachtnebelweg","16","Gemeindestraße"
"Starkenburggasse","16","Gemeindestraße"
"Musilplatz","16","Gemeindestraße"
"Paltaufgasse","16","Gemeindestraße"
"Sumpfgasse","21","Gemeindestraße"
"Lazarsfeldgasse","21","Gemeindestraße"
"Lisseeweg","21","Gemeindestraße"
"Heißgasse","23","Gemeindestraße"
"Morettigasse","21","Gemeindestraße"
"Hartäckerstraße","19","Gemeindestraße"
"Budinskygasse","19","Gemeindestraße"
"Suttingergasse","19","Gemeindestraße"
"Börnergasse","19","Gemeindestraße"
"Weinzingergasse","19","Gemeindestraße"
"Gersunygasse","19","Gemeindestraße"
"Sauerburggasse","19","Gemeindestraße"
"Siolygasse","19","Gemeindestraße"
"Saileräckergasse","19","Gemeindestraße"
"Böhmmühlgasse","19","Gemeindestraße"
"Weilgasse","19","Gemeindestraße"
"Sonnbergplatz","19","Gemeindestraße"
"Escherichgasse","19","Gemeindestraße"
"Schegargasse","19","Gemeindestraße"
"Nedergasse","19","Gemeindestraße"
"Unterführung Rautenweg","22","Unterführung"
"Bruno-Kreisky-Platz","22","Gemeindestraße"
"Salamandergasse","21","Gemeindestraße"
"Überfuhrstraße","21","Gemeindestraße"
"Heuschreckengasse","21","Gemeindestraße"
"Thomagasse","21","Gemeindestraße"
"Salomongasse","21","Gemeindestraße"
"Otto-Beyschlag-Gasse","21","Gemeindestraße"
"Canongasse","18","Gemeindestraße"
"Wurzingergasse","18","Gemeindestraße"
"Krapfenwaldgasse","19","Gemeindestraße"
"Grinzinger Allee","19","Gemeindestraße"
"Elmargasse","19","Gemeindestraße"
"Schweidlgasse","2","Gemeindestraße"
"Mexikoplatz","2","Gemeindestraße"
"Olympiaplatz","2","Gemeindestraße"
"Schipanygasse","2","Gemeindestraße"
"Garelligasse","9","Gemeindestraße"
"Skywalk Spittelau","9|19","Brücke"
"Anichweg","21","Gemeindestraße"
"Maria-Jeritza-Weg","22","Gemeindestraße"
"Karczaggasse","22","Gemeindestraße"
"Gablenzgasse","15|16","Gemeindestraße"
"Possingergasse","15|16","Gemeindestraße"
"Reithofferplatz","15","Gemeindestraße"
"Gstaltmeyrgasse","15","Gemeindestraße"
"Toldgasse","15","Gemeindestraße"
"Viktoriagasse","15","Gemeindestraße"
"Lehnergasse","15","Gemeindestraße"
"Gütenbachsteg","13","Brücke"
"Tenschertstraße","23","Gemeindestraße"
"Schimekgasse","23","Gemeindestraße"
"Sevcikgasse","23","Gemeindestraße"
"Kerngasse","23","Gemeindestraße"
"Ghelengasse","13","Gemeindestraße"
"Hentschelgasse","13","Gemeindestraße"
"Madjeragasse","13","Gemeindestraße"
"Turgenjewgasse","13","Gemeindestraße"
"Melchartgasse","13","Gemeindestraße"
"Rosa-Luxemburg-Gasse","16","Gemeindestraße"
"Schöberweg","17","Gemeindestraße"
"Treumanngasse","13","Gemeindestraße"
"Scholzgasse","2","Gemeindestraße"
"Johann-Fürst-Platz","2","Gemeindestraße"
"Gabor-Steiner-Weg","2","Gemeindestraße"
"Dr.-Otto-Neurath-Gasse","22","Gemeindestraße"
"Hibiskusweg","22","Gemeindestraße"
"Luitpold-Stern-Gasse","22","Gemeindestraße"
"Maschlgasse","22","Gemeindestraße"
"Markweg","22","Gemeindestraße"
"Pröpstlgasse","22","Gemeindestraße"
"Sobieskiplatz","9","Gemeindestraße"
"Tendlergasse","9","Gemeindestraße"
"Pfluggasse","9","Gemeindestraße"
"Buchleitenweg","18","Gemeindestraße"
"Blaselgasse","18","Gemeindestraße"
"Schottengasse","1","Gemeindestraße"
"Heßgasse","1","Gemeindestraße"
"Schreyvogelgasse","1","Gemeindestraße"
"Liebiggasse","1","Gemeindestraße"
"Hohe Warte","19","Gemeindestraße"
"Strohgasse","3","Gemeindestraße"
"Wielandweg","22","Gemeindestraße"
"Spengergasse","5","Gemeindestraße"
"Hofgasse","5","Gemeindestraße"
"Zeinlhofergasse","5","Gemeindestraße"
"Gassergasse","5","Gemeindestraße"
"Anzengrubergasse","5","Gemeindestraße"
"Wallackgasse","23","Gemeindestraße"
"Sterngasse","23","Gemeindestraße"
"Mehlführergasse","23","Gemeindestraße"
"Stuppöckgasse","23","Gemeindestraße"
"Hollitzergasse","10","Gemeindestraße"
"Malborghetgasse","10","Gemeindestraße"
"Erlachgasse","10","Gemeindestraße"
"Pernerstorfergasse","10","Gemeindestraße"
"Quellenstraße","10","Gemeindestraße"
"Weidmanngasse","17","Gemeindestraße"
"Gschwandnergasse","17","Gemeindestraße"
"Lindgrabengasse","23","Gemeindestraße"
"Sterkgasse","5","Gemeindestraße"
"Johannagasse","5","Gemeindestraße"
"Wimmergasse","5","Gemeindestraße"
"Sonnenhofgasse","5","Gemeindestraße"
"Ortnergasse","15","Gemeindestraße"
"Dadlergasse","15","Gemeindestraße"
"Brücke über den Petersbach","23","Brücke"
"Leidlweg","22","Gemeindestraße"
"Havannaweg","22","Gemeindestraße"
"Tokiostraße","22","Gemeindestraße"
"Lobaustraße","22","Gemeindestraße"
"Radetzkystraße","3","Gemeindestraße"
"Kundmanngasse","3","Gemeindestraße"
"Baumgasse","3","Gemeindestraße"
"Chiarigasse","10","Gemeindestraße"
"Kettenbrücke","4|5|6","Brücke"
"Mauthausgasse","5","Gemeindestraße"
"Marderweg","22","Gemeindestraße"
"Klampfelberggasse","17","Gemeindestraße"
"Czapkagasse","3","Gemeindestraße"
"Veithgasse","3","Gemeindestraße"
"Neutorgasse","1","Gemeindestraße"
"Krottenbachstraße","19","Gemeindestraße"
"Hauerkronenweg","19","Gemeindestraße"
"Schützplatz","14","Gemeindestraße"
"Höchsmannweg","22","Gemeindestraße"
"Laurenz-Barchetti-Gasse","22","Gemeindestraße"
"Langgasse","23","Gemeindestraße"
"Nevillebrücke","5|6","Brücke"
"Zieglergasse","7","Gemeindestraße"
"Richtergasse","7","Gemeindestraße"
"Europaplatz","7|15","Gemeindestraße"
"Alser Straße","8|9","Gemeindestraße"
"Steinweisweg","12","Gemeindestraße"
"Bethlengasse","12","Gemeindestraße"
"Universitätsring","1","Gemeindestraße"
"Schenkenstraße","1","Gemeindestraße"
"Färbergasse","1","Gemeindestraße"
"Marienstiege","1","Gemeindestraße"
"Gorskistraße","23","Gemeindestraße"
"Siedlungsstraße","23","Gemeindestraße"
"Ludwig-Gruber-Weg","19","Gemeindestraße"
"Schellinggasse","1","Gemeindestraße"
"Stock-im-Eisen-Platz","1","Gemeindestraße"
"Hockegasse","18","Gemeindestraße"
"Naaffgasse","18","Gemeindestraße"
"Max-Emanuel-Straße","18","Gemeindestraße"
"Stammhausstraße","14","Gemeindestraße"
"Andreas-Lechner-Straße","14","Gemeindestraße"
"Dempschergasse","18","Gemeindestraße"
"Marsanogasse","18","Gemeindestraße"
"Gillingerweg","18","Gemeindestraße"
"Sommarugagasse","18","Gemeindestraße"
"Kreilplatz","19","Gemeindestraße"
"Kleingasse","3","Gemeindestraße"
"Nemethgasse","11","Gemeindestraße"
"Lamezanstraße","23","Gemeindestraße"
"Eisenberggasse","23","Gemeindestraße"
"Hänischgasse","22","Gemeindestraße"
"Weizenweg","22","Gemeindestraße"
"Hanfgasse","22","Gemeindestraße"
"Schafgarbenweg","22","Gemeindestraße"
"Gmarchhaufenstraße","22","Gemeindestraße"
"Danningerweg","21","Gemeindestraße"
"Hufgasse","21","Gemeindestraße"
"Carminweg","21","Gemeindestraße"
"Goldhammergasse","23","Gemeindestraße"
"Martin-Gaunersdorfer-Gasse","21","Gemeindestraße"
"Spanngasse","21","Gemeindestraße"
"Okopenkoweg","21","Gemeindestraße"
"Draugasse","21","Gemeindestraße"
"Mölker Steig","1","Gemeindestraße"
"Am Freihof","22","Gemeindestraße"
"Eipeldauer Straße","21|22","Gemeindestraße"
"Johann-Nepomuk-Berger-Platz","16|17","Gemeindestraße"
"Haymerlegasse","16","Gemeindestraße"
"Kreitnergasse","16","Gemeindestraße"
"Zöchbauerstraße","16","Gemeindestraße"
"Obstgartenweg","22","Gemeindestraße"
"Hirschstettner Platz","22","Gemeindestraße"
"Gotenweg","22","Weg in Kleingartenanlage"
"An der Bien","22","Gemeindestraße"
"Abfahrt von Wehr1","22","Gemeindestraße"
"Schoellerhofgasse","2","Gemeindestraße"
"Halmgasse","2","Gemeindestraße"
"Rudolf-Raschke-Gasse","21","Gemeindestraße"
"Arenberggasse","3","Gemeindestraße"
"Dapontegasse","3","Gemeindestraße"
"Rosengasse","1","Gemeindestraße"
"Schwertgasse","1","Gemeindestraße"
"Starkegasse","10","Gemeindestraße"
"Käthe-Odwody-Gasse","10","Gemeindestraße"
"Battiggasse","10","Gemeindestraße"
"Steg Absberggasse","10","Brücke"
"Johann-Friedl-Gasse","10","Gemeindestraße"
"Rabengasse","3","Gemeindestraße"
"Untere Kaistraße","10","Gemeindestraße"
"Jarlweg","10","Gemeindestraße"
"Hatschekgasse","22","Gemeindestraße"
"Hawlicekgasse","21","Gemeindestraße"
"Neudorfergasse","21","Gemeindestraße"
"Sildgasse","21","Gemeindestraße"
"Rautenkranzgasse","21","Gemeindestraße"
"Schumpeterweg","21","Gemeindestraße"
"Gluckgasse","1","Gemeindestraße"
"Am Stadtpark","3","Gemeindestraße"
"Lostakgasse","22","Gemeindestraße"
"Zehenthofgasse","19","Gemeindestraße"
"Daringergasse","19","Gemeindestraße"
"Flotowgasse","19","Gemeindestraße"
"Felixgasse","13","Gemeindestraße"
"Strampfergasse","13","Gemeindestraße"
"Augasse","13","Gemeindestraße"
"Keplingergasse","13","Gemeindestraße"
"Lynkeusgasse","13","Gemeindestraße"
"Stiglitzgasse","13","Gemeindestraße"
"Franz-Prinke-Gasse","11","Gemeindestraße"
"Jakob-Stainer-Gasse","13","Gemeindestraße"
"Meillergasse","13","Gemeindestraße"
"Neukommweg","13","Gemeindestraße"
"Weindorfergasse","13","Gemeindestraße"
"Grubergasse","16","Gemeindestraße"
"Trogergasse","14","Gemeindestraße"
"Winckelmannstraße","14|15","Gemeindestraße"
"Wallensteinplatz","20","Gemeindestraße"
"Hopsagasse","20","Gemeindestraße"
"Unterbergergasse","20","Gemeindestraße"
"Roesnergasse","12","Gemeindestraße"
"Schallergasse","12","Gemeindestraße"
"Reschgasse","12","Gemeindestraße"
"Anastasius-Grün-Gasse","18","Gemeindestraße"
"Eckpergasse","18","Gemeindestraße"
"Wickengasse","14","Gemeindestraße"
"Meistergasse","21","Gemeindestraße"
"Voltelinistraße","21","Gemeindestraße"
"Wilhelm-Raab-Gasse","21","Gemeindestraße"
"Zallingergasse","21","Gemeindestraße"
"Edmund-Hawranek-Platz","21","Gemeindestraße"
"Wildnergasse","21","Gemeindestraße"
"Uhlirzgasse","21","Gemeindestraße"
"Ostmarkgasse","21","Gemeindestraße"
"Jenschikweg","17","Gemeindestraße"
"Fischhof","1","Gemeindestraße"
"Singerstraße","1","Gemeindestraße"
"Trattnerhof","1","Gemeindestraße"
"Ocwirkgasse","21","Gemeindestraße"
"Pölleritzergasse","23","Gemeindestraße"
"Karl-Scheiber-Gasse","23","Gemeindestraße"
"Gutenberggasse","7","Gemeindestraße"
"Leopold-Mistinger-Platz","15","Gemeindestraße"
"Brüßlgasse","16","Gemeindestraße"
"Alszeile","17","Gemeindestraße"
"Brunnenweg","17","Weg in Kleingartenanlage"
"Beheimgasse","17","Gemeindestraße"
"Kastnergasse","17","Gemeindestraße"
"Grasgasse","17","Gemeindestraße"
"Otto-Probst-Straße","10","Gemeindestraße"
"Czernetzplatz","22","Gemeindestraße"
"Kudriaffskygasse","22","Gemeindestraße"
"Eiswerkstraße","22","Gemeindestraße"
"Raimundgasse","2","Gemeindestraße"
"Nickelgasse","2","Gemeindestraße"
"Hafnergasse","2","Gemeindestraße"
"Nestroyplatz","2","Gemeindestraße"
"Kirchenplatz","23","Gemeindestraße"
"Riemenschneidergasse","22","Gemeindestraße"
"Rolandgasse","22","Gemeindestraße"
"Udelweg","11","Gemeindestraße"
"Engilgasse","16","Gemeindestraße"
"Zillengrund","22","Gemeindestraße"
"Weidlinger Damm","22","Gemeindestraße"
"Dragonerweg","22","Gemeindestraße"
"Raffineriestraße","22","Gemeindestraße"
"Kaisermühlenbrücke","22","Brücke"
"Pfadenhauergasse","14","Gemeindestraße"
"Kallbrunnergasse","21","Gemeindestraße"
"Achengasse","21","Gemeindestraße"
"Anton-Frank-Gasse","18","Gemeindestraße"
"Am Hundsturm","5","Gemeindestraße"
"Nußwaldgasse","19","Gemeindestraße"
"Jägerhausgasse","12","Gemeindestraße"
"Premlechnergasse","12","Gemeindestraße"
"Dobiaschofskyweg","12","Gemeindestraße"
"Nasenweg","19","Gemeindestraße"
"Hochwaldweg","22","Gemeindestraße"
"Wintzingerodestraße","22","Gemeindestraße"
"Sahulkastraße","10","Gemeindestraße"
"Lugeck","1","Gemeindestraße"
"Rockhgasse","1","Gemeindestraße"
"Riemergasse","1","Gemeindestraße"
"Morzinplatz","1","Gemeindestraße"
"Tuchlauben","1","Gemeindestraße"
"Auwinkel","1","Gemeindestraße"
"Schwedenplatz","1","Gemeindestraße"
"Burgring","1","Gemeindestraße"
"Irisgasse","1","Gemeindestraße"
"Anders-Zorn-Weg","10","Gemeindestraße"
"Lundgasse","10","Gemeindestraße"
"Max-Fleischer-Gasse","10","Gemeindestraße"
"Hänflingweg","14","Gemeindestraße"
"Missongasse","14","Gemeindestraße"
"Weinzierlgasse","14","Gemeindestraße"
"Flötzersteigsteg","14","Brücke"
"Guldenbrücke","13|14","Brücke"
"Hans-Schilder-Platz","21","Gemeindestraße"
"Fritz-Kandl-Gasse","21","Gemeindestraße"
"Kaingasse","21","Gemeindestraße"
"Himmelhofgasse","13","Gemeindestraße"
"Gaheisgasse","13","Gemeindestraße"
"Pflieglergasse","13","Gemeindestraße"
"Karlweisgasse","18","Gemeindestraße"
"Hochfeldstraße","21","Gemeindestraße"
"Dirndlgasse","21","Gemeindestraße"
"Senderstraße","21","Gemeindestraße"
"Neusatzgasse","21","Gemeindestraße"
"Tilakstraße","21","Gemeindestraße"
"Michtnergasse","21","Gemeindestraße"
"Jedlersdorfer Straße","21","Gemeindestraße"
"Waltenbergergasse","21","Gemeindestraße"
"Anton-Haberzeth-Gasse","21","Gemeindestraße"
"Herrenholzgasse","21","Gemeindestraße"
"Fidelis-Breier-Weg","21","Gemeindestraße"
"Steineichengasse","10","Gemeindestraße"
"Stuschkagasse","23","Gemeindestraße"
"Alvarsgasse","23","Gemeindestraße"
"Pfefferhofgasse","3","Gemeindestraße"
"Schloßpromenade","22","Gemeindestraße"
"Papagenogasse","6","Gemeindestraße"
"Burggasse","7","Gemeindestraße"
"Stuckgasse","7","Gemeindestraße"
"Tepserngasse","9","Gemeindestraße"
"Severingasse","9","Gemeindestraße"
"An den Froschlacken","12","Gemeindestraße"
"Bundesländerplatz","6","Gemeindestraße"
"Franz-Siller-Gasse","22","Gemeindestraße"
"Michael-Neumann-Gasse","19","Gemeindestraße"
"Friedrich-Adler-Weg","10","Gemeindestraße"
"Waltergasse","4","Gemeindestraße"
"Tiroler Gasse","13","Gemeindestraße"
"Hofwiesengasse","13","Gemeindestraße"
"Fernkorngasse","10","Gemeindestraße"
"Ferdinand-Löwe-Straße","10","Gemeindestraße"
"Großer Ring","13","Gemeindestraße"
"Wolfersberggasse","14","Gemeindestraße"
"Reizenpfenninggasse","14|16","Gemeindestraße"
"Rustengasse","15","Gemeindestraße"
"Sulzweg","19","Gemeindestraße"
"Heinz-Werner-Schimanko-Weg","19","Gemeindestraße"
"Zentaplatz","5","Gemeindestraße"
"Seegasse","9","Gemeindestraße"
"Sonnenbergweg","13","Weg in Kleingartenanlage"
"Ruppweg","21","Gemeindestraße"
"Rappgasse","21","Gemeindestraße"
"Silenegasse","22","Gemeindestraße"
"Johann-Steinmetz-Stiege","17","Gemeindestraße"
"Kindermanngasse","17","Gemeindestraße"
"Sportklubstraße","2","Gemeindestraße"
"Hafenzufahrtsstraße","2","Gemeindestraße"
"Seitenhafenstraße","2","Gemeindestraße"
"Rosa-Weber-Weg","21","Gemeindestraße"
"Mengergasse","21","Gemeindestraße"
"Vierthalergasse","12","Gemeindestraße"
"Hufelandgasse","12","Gemeindestraße"
"An den langen Lüssen","19","Gemeindestraße"
"Kahlenberger Straße","19","Gemeindestraße"
"Wigandgasse","19","Gemeindestraße"
"Boschstraße","19","Gemeindestraße"
"Hackhofergasse","19","Gemeindestraße"
"Straßergasse","19","Gemeindestraße"
"Amalgergasse","19","Gemeindestraße"
"Grinzinger Straße","19","Gemeindestraße"
"Silbergasse","19","Gemeindestraße"
"Haselnußweg","22","Gemeindestraße"
"Jenbachgasse","13","Gemeindestraße"
"Agavenweg","22","Gemeindestraße"
"Kobesgasse","22","Gemeindestraße"
"Viehmarktgasse","3","Gemeindestraße"
"Petschniggasse","23","Gemeindestraße"
"Leithastraße","20","Gemeindestraße"
"Raffaelgasse","20","Gemeindestraße"
"Georg-Danzer-Steg","20|21","Brücke"
"Floridsdorfer Brücke","21","Brücke"
"Sommerhaidenweg","17|18|19","Gemeindestraße"
"Stachegasse","12","Gemeindestraße"
"Hallensteingasse","12","Gemeindestraße"
"Hainbachbrücke","14","Brücke"
"Viktor-Hagl-Gasse","14","Gemeindestraße"
"Schmidgunstgasse","11","Gemeindestraße"
